stt,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
56,10.04967372,132.8328367,11557.03204,8.550572663,323.508072,442.7680497,13.37614863,92.17616984,5.133477823,1
57,5.198067643,200.4644449,37200.24206,7.401099401,311.7948866,573.1355324,17.23865591,74.94821697,3.295033859,0
58,8.684778672,161.1242048,40799.36033,5.381993558,305.5337841,499.2754008,15.96565159,75.9143981,3.877349185,1
59,6.057904774,149.1227941,23603.50187,6.537028224,302.6986306,393.2934779,17.61522935,54.21793925,4.269753245,0
60,7.445189026,150.7757235,4168.196994,10.57340291,476.5397173,355.578481,15.35242482,74.76097575,2.745803765,1
61,7.088940642,206.3641219,13839.71343,8.08824197,321.2961415,369.9693333,14.89609216,66.67465815,5.661104287,1
62,7.449659686,193.0420805,32251.35965,6.086599374,337.135046,572.8061429,18.06029824,57.4013371,4.370404422,1
63,5.775330889,169.7281695,14710.72283,7.261810761,359.2669618,535.6525599,11.77246443,67.29719878,5.164259921,0
64,3.719791644,248.8592673,23590.93213,7.683742221,351.5554822,427.4959312,20.39378167,38.6049369,2.718397734,0
65,7.384048888,148.2961767,14417.97953,9.084967569,347.9620982,316.5795879,13.49398304,58.86150224,5.337987102,0
66,6.455004797,176.6839728,24468.04839,5.756930039,314.7995983,477.5813462,16.24550434,57.72972383,2.293431406,0
67,8.316765884,214.3733941,22018.41744,8.059332377,356.8861356,363.2665162,18.4365245,100.3416744,4.628770537,0
68,10.20142576,190.799079,8918.8926,4.89987481,306.4953695,331.3789519,18.52543363,68.54744754,3.964449588,0
69,5.006562979,160.496448,27218.82198,11.54319047,289.9757767,303.2563429,16.56939117,70.69906614,3.665205612,0
70,4.96577356,220.8486386,21802.7449,6.250578031,311.598136,386.4133315,18.03523754,53.90817735,3.421766849,0
71,5.91375532,175.3260619,12044.62469,8.368785486,347.8803719,380.9671658,12.530827,65.19405321,4.023775902,1
72,8.003031485,186.4630821,15007.27268,7.697323746,355.7260064,561.6131872,10.15323287,67.0003505,3.137551206,0
73,9.871791232,114.3714503,27912.90826,8.660268825,340.0462976,490.4518347,8.517762309,64.83124835,3.652263831,0
74,7.260904363,189.077962,21391.16254,6.576866192,356.6222215,390.2852661,14.39160618,81.08245565,4.383823385,0
75,3.230973106,120.7854495,13691.09497,6.83595144,328.2402892,261.4352152,18.40613902,54.85212343,3.281920559,0
76,8.322986672,207.2524622,28049.64628,8.827061283,297.8130845,358.7258688,18.70927337,60.91142039,4.052135728,1
77,10.31640038,217.2668424,10676.50848,3.445514571,397.754946,492.2064736,12.81273221,72.28192022,3.407349428,0
78,5.669699209,199.6626368,9544.862671,8.808246918,343.485533,378.1203925,21.7803731,80.4882741,1.910116645,0
79,4.713116701,209.3420509,20070.56779,6.591108949,301.9655414,354.1701813,14.02383447,89.65078816,3.923356036,0
80,5.772197394,200.1449708,27840.69421,7.132239773,318.6434912,414.0150432,15.55010138,62.52127369,3.078985839,0
81,3.410359671,207.3974729,49074.73041,5.667433467,301.9750112,351.5203926,15.98737034,86.63918586,3.721765769,0
82,6.630122156,192.5217032,36269.70132,4.973866332,277.4992971,320.470853,14.78634736,80.98021278,3.352764606,1
83,6.879959452,163.5933393,44586.81265,2.741712117,219.1489347,554.0451045,16.52194196,67.53326015,5.688206949,1
84,7.371050302,214.4966105,25630.32004,4.43266929,335.7544386,469.9145515,12.50916394,62.79727715,2.560299148,0
85,7.301563449,177.6628947,23441.26714,9.107017243,326.2906302,478.467047,14.00339576,55.18334729,2.774960949,0
86,5.813546488,184.0317758,10112.20732,6.536992176,309.4511867,441.5940268,11.43817528,77.50819277,3.721425933,0
87,9.079715109,222.0426312,53735.89919,6.894915429,254.0409769,382.8961665,12.70488659,101.6153458,4.551724494,1
88,9.092223456,181.1015092,17978.98634,6.546599974,310.1357375,398.4108134,11.55827944,31.99799273,4.075075425,0
89,7.692523534,220.8191517,26686.84794,8.286210559,299.9588455,564.5269737,13.86177513,77.01593969,4.522431964,0
90,8.616824426,228.7629452,19126.29854,7.017578359,327.8948212,383.5270231,14.75925658,41.27592659,4.584565663,0
91,6.914868152,206.249937,10343.37885,7.771205679,324.3831702,521.320673,16.17373017,68.24694466,2.988611444,0
92,6.857493758,233.210575,22603.64945,6.627059043,368.1057831,412.4346769,16.9261748,62.55789982,4.306581068,1
93,7.749773784,229.4897671,21995.06807,7.748921295,320.4406637,398.5447626,18.20291571,41.06424689,4.317186298,1
94,5.903993501,196.2747258,19399.22197,7.641894524,328.2692721,324.0456808,18.50537228,77.15780159,3.820021216,0
95,7.893818459,203.2966211,16853.67633,7.334428248,339.7675789,398.9895004,19.31875982,58.57460973,3.508503713,0
96,7.36876853,213.1970192,18452.02299,8.292444792,294.344858,496.270851,10.54509177,94.8377427,3.813881276,1
97,5.970035657,230.4493293,16324.1152,5.293918607,315.1861206,327.786642,13.32598708,39.55424883,5.428674072,0
98,7.753936118,220.0982788,17169.58438,7.984039196,344.1218987,385.0450026,16.84851167,47.0033217,4.833026694,1
99,7.95502634,244.3958981,32405.41386,3.318045046,307.6435614,433.9118039,16.2544834,67.68077377,3.955916726,0
100,7.888843574,228.4883938,15824.78873,8.388944214,314.8432913,423.6627075,17.63036246,56.42021031,3.630523985,0
101,6.587464617,211.1692769,28990.29785,8.883665238,267.2023922,504.908752,14.05469055,68.97647487,4.096841156,0
102,5.588129751,220.8175225,8730.312436,8.32189684,300.2204275,412.7085568,6.478625964,80.63780587,3.165618482,0
103,8.466013448,224.1749356,22523.12455,6.668868088,286.9439221,330.0447146,17.74409576,77.81780421,3.94662054,0
104,6.753128353,191.9829945,18222.93196,3.920973662,296.196618,389.7424621,9.689143568,92.21961523,5.102516757,0
105,2.69083124,151.7829057,30204.54674,6.053071945,303.7024092,377.198273,14.12104923,45.60299204,4.650033779,0
106,4.906491593,173.7791592,14786.1389,5.843756805,267.5611435,620.3468398,7.775895593,38.79430673,3.152344905,0
107,7.657541728,230.8200077,35056.23223,7.656806896,364.1301406,305.6294093,18.48139641,72.20507471,4.792527452,1
108,4.317187354,225.5145731,27163.45788,6.888135538,325.9336794,446.3413192,17.15294541,43.38591414,4.078277145,0
109,7.283913577,197.6021251,23112.50444,9.502809435,332.3319845,449.3616793,14.45859092,70.00021888,3.571862512,0
110,5.319769073,204.202072,22390.79557,8.053558881,315.0275045,399.1190254,13.97408473,83.1579971,2.92573204,0
111,6.273805782,191.8503964,15130.15437,5.11275051,349.9495296,538.2037134,12.38359721,52.09768738,4.510405324,0
112,6.904536858,110.8657883,32981.25838,2.621267556,368.387038,417.2493946,12.11872032,33.49938102,5.058905448,0
113,8.576739928,221.1502583,24897.2866,6.222626356,341.80921,389.2927845,15.95213165,36.0825831,3.916114733,0
114,5.331799285,149.9550474,19693.90677,7.146139714,336.0119081,285.9980485,14.29857879,46.11376286,4.734873907,0
115,7.303051906,196.9528752,22053.01026,5.392692829,305.2215636,451.605924,14.66556053,71.71077868,4.14486994,0
116,8.966835973,228.6913547,16764.85476,7.137871354,320.5559945,456.4264885,12.59999831,77.33013702,3.654354962,0
117,10.19166524,211.5669045,13630.04731,6.524476299,297.0490657,468.3713868,17.41174671,72.7205726,3.403422698,0
118,5.896432475,165.1356578,23022.16895,7.536805721,356.756191,401.7409214,18.36357281,80.12474609,4.280792929,1
119,6.483994508,180.4450513,29032.7811,7.301735496,326.3000979,374.6757383,17.88587726,75.93971569,2.688643285,0
120,6.014539831,205.4829398,23268.24308,9.035769244,283.340368,371.4034751,16.86366817,73.01779349,2.686068741,0
121,7.480728114,117.0573145,28357.94277,4.70282091,414.855784,472.0593394,18.34021208,76.34458147,3.714874787,0
122,6.665774201,155.7096794,30610.0479,8.1725484,337.1737674,425.6919559,15.10153272,79.78046694,4.903553219,1
123,9.769251006,264.2656543,8471.677381,8.349709767,359.2685426,353.1964755,15.04708691,52.64545853,4.636556195,0
124,9.158445163,186.672973,15797.0304,8.151080662,333.8122638,425.7520176,12.18263888,112.622733,4.525236731,1
125,4.902158989,214.6437558,28278.78928,9.915647165,337.137553,375.0363685,15.5031442,61.59103601,3.499048523,0
126,6.898932482,209.6364217,15422.22089,6.884918383,293.5620198,396.8112144,15.67171738,66.59733601,3.688455553,0
127,7.399724708,258.0199471,18535.04645,5.497159163,339.8389768,354.6673118,14.97900007,73.00849576,3.79512408,0
128,9.146557556,226.0934249,6787.48466,9.241762922,319.0258086,459.5690214,14.11047624,80.57114619,3.210881939,1
129,4.229224559,207.6692294,21214.37051,6.844547822,304.2751246,488.4558615,13.48942404,65.30756991,3.73313957,0
130,4.489783796,188.2519391,14906.04792,8.486030243,374.2269262,518.5852526,11.22657799,65.18275873,3.776225631,0
131,6.953371603,203.1465468,11609.10905,5.495737655,304.2831932,551.1433372,9.387781276,55.95800559,3.651865808,0
132,5.331940479,194.8740654,16658.8765,7.993829562,316.6751618,335.1203984,10.1805138,59.57271371,4.434820258,0
133,6.089430846,207.2671327,11339.16605,8.888347449,317.2791232,531.7689878,11.67431809,48.35824968,4.366860919,0
134,5.985012451,151.3609669,20155.43447,7.723292487,275.079738,478.3323603,18.01626576,99.0612327,3.764099674,1
135,6.109073312,191.7555714,26853.94949,9.0646128,312.2019838,375.5473617,15.51403298,73.78968301,4.881101138,0
136,8.756926859,218.6377589,21752.02971,6.454876484,276.2781002,356.0757689,15.71314852,67.04963886,2.945671727,1
137,7.822491883,208.6367198,22308.82173,5.850327619,408.1232545,502.7893959,16.13573233,60.3939817,3.835332168,0
138,7.886591227,213.0525907,38852.02964,11.17078862,281.7007768,326.1153502,10.38517245,64.6625007,4.589983508,1
139,7.744772552,208.9203404,27648.15965,5.62257229,332.8237989,397.0574736,12.48619176,73.18455681,5.016321199,0
140,5.653506135,146.5902323,16462.46009,6.501596205,299.6446114,272.4405583,13.79526446,87.82258511,5.198985504,0
141,6.340027628,225.0281485,45222.50667,5.809031562,363.0057551,435.5004571,11.38593727,80.67031136,3.686001324,0
142,7.288112707,216.6124749,18979.98169,7.668510398,358.9786197,384.6949552,14.16360693,53.31304555,3.62698996,1
143,9.036504348,199.3218895,21696.00324,5.970186754,350.1838407,288.5088072,13.40038904,73.05806743,5.661984463,0
144,8.151248962,205.8473007,15661.94034,7.009437062,335.6227789,555.5902835,14.86113268,72.76258491,2.799883321,1
145,6.793698635,227.2257507,14470.05355,8.471508955,274.4447186,360.7556743,19.4021494,40.29059137,4.822958046,0
146,8.846281957,188.4150006,17734.94963,6.057867647,317.1505445,419.3955691,17.11544677,60.25157823,2.925037558,0
147,7.276863125,165.7979519,30396.90462,7.835638736,281.8968818,475.6460515,12.3261836,83.39988926,6.083772354,1
148,6.931470427,156.8411949,35793.75779,7.286335788,384.6548025,398.6479443,17.85824171,72.23652477,4.249333174,0
149,3.978284627,160.8184744,14433.7805,8.410892223,311.2953289,414.3282148,20.77148503,78.27324004,3.751565769,0
150,6.629985036,195.7003801,21495.53756,6.546463536,363.6919491,335.8047102,11.39509766,66.16522427,2.534499478,0
151,6.862936026,220.1478891,23580.65729,6.611543403,285.192181,325.721747,13.47275776,89.41293484,3.806093256,0
152,7.591346094,199.2553218,25383.76518,7.924616265,318.6104785,416.4456175,20.11882693,48.27120968,4.515150114,1
153,6.626012184,112.2994855,25839.8941,7.658746878,312.2470431,327.2480786,19.40914656,85.78510284,4.194313129,0
154,7.333003447,189.4479647,32358.5386,6.346378214,341.3464431,490.6252913,12.53746628,61.58137809,2.642003806,0
155,3.854617678,131.3962531,19639.796,7.75350238,305.3829137,456.5122738,16.86472165,81.52612291,4.290435046,0
156,3.906078355,233.402835,32144.79993,6.994839617,348.3594482,269.4490512,9.6541256,63.74306384,3.902879712,0
157,5.548181849,204.2598994,39997.7837,7.027226156,319.2029353,431.9724289,15.4003962,41.95229157,3.945460484,0
158,6.438421804,202.5378353,26448.24509,5.77593291,322.451774,567.2016749,12.64196795,55.70106705,3.380360394,1
159,8.675192692,200.7359412,15049.5842,8.630380615,356.805465,441.2980876,17.85305375,74.5865113,4.97857536,0
160,5.893103408,239.2694815,20526.66616,6.349560868,341.256362,403.61756,18.96370676,63.84631932,4.390701604,1
161,5.140800528,209.3585612,21407.61429,4.415975931,230.5558558,378.8971896,2.2,86.73722286,4.192257449,1
162,3.445061864,207.9262602,33424.76868,8.782147481,384.0070058,441.7858757,13.80590221,30.2845972,4.184396969,0
163,8.55409697,191.7084136,32112.56987,8.115355082,293.6557984,518.9443622,8.567579587,58.06246255,3.56360986,0
164,7.275908774,175.2203765,22644.76635,7.886854527,293.3098537,373.3456926,17.41168255,56.79928677,5.062297798,1
165,6.762832522,232.0751766,27159.38435,7.884990658,350.4452927,465.4137746,13.86396488,64.81225738,4.916579161,0
166,6.040281662,139.7708723,20472.87459,6.810977798,357.5932769,488.2749301,15.88225168,53.2790417,5.761580322,0
167,8.040187557,201.8092165,11861.55085,7.20030983,300.3984351,420.5492185,7.168607177,90.76177553,3.221138969,0
168,4.865069696,174.0604565,15222.24644,5.839218685,412.0371203,333.5043274,15.26661514,68.9263526,3.974972302,1
169,5.729302912,162.8575851,34573.67879,5.654856361,415.2870722,297.6313652,13.99084222,76.74467672,3.556394812,1
170,5.736675709,180.2909076,12683.48329,7.907876695,423.876297,415.0065756,12.3928694,83.70704536,2.741791308,1
171,9.264390909,160.428694,19607.75492,3.988748936,416.6983846,427.7938337,14.99298978,95.80480037,3.175520774,0
172,4.281522089,188.7835766,22330.46679,6.957676199,325.160819,306.6925042,16.27485657,82.59522269,4.371167168,0
173,8.29372011,206.1604149,35216.38597,6.440999766,347.0622407,399.4836212,16.06566794,79.95451096,3.954715283,0
174,5.859690474,163.4968949,19231.03329,6.54168146,339.3714799,468.3769554,19.74907906,61.79097988,2.747332827,0
175,7.33739985,176.7534996,18543.49936,7.127077798,278.3611769,427.9306866,14.77300488,85.68083615,4.981833943,1
176,7.022952113,264.5256065,15978.35525,10.95620546,262.0645514,412.7094234,5.315286537,76.02449072,4.971907099,1
177,7.040244978,192.9559825,20988.42941,6.422359011,320.9488442,381.3573499,15.39645507,88.29846498,3.993409764,0
178,7.058182608,187.9471911,26608.92915,8.556396061,405.4034233,462.314567,18.42838695,41.29033047,3.613834771,1
179,10.80815694,198.5967508,29614.34879,5.782417746,304.6220612,383.2694104,14.90282034,47.89640649,4.362542227,1
180,6.283103588,236.8232145,26188.16217,9.364361168,328.503515,470.8215689,16.3519115,68.91033739,2.663920734,1
181,6.104925814,241.1757181,13539.81166,6.015548014,335.3964749,363.6334032,13.45648394,60.92371296,4.131932587,0
182,7.790874862,196.4787124,24061.3496,6.78568519,350.1172538,471.5185364,15.34331564,44.54462707,3.076214341,0
183,5.158722568,119.09384,33892.24595,7.572175377,407.4768487,325.2025697,16.96398151,73.22483273,4.094605278,0
184,7.17617087,206.2949006,25794.95019,7.794726949,321.2840794,485.2544296,15.57487691,49.15196026,4.742966749,1
185,6.286806948,258.3000516,13777.37619,7.483257698,328.6806496,563.4347751,16.46083688,73.51665351,4.104863275,1
186,9.567822726,173.1114983,38787.46271,5.149999932,444.970552,492.4115244,12.90422086,48.48147718,4.197919055,1
187,4.296247024,278.1475241,19672.48721,4.955218159,414.6367262,330.067379,11.29318661,70.66553966,4.163328982,1
188,9.152284709,229.5404126,24560.70061,7.04232643,372.6944654,395.4043622,14.25330768,40.97435539,3.7927771,0
189,7.058866081,191.5484007,16473.06709,8.435789356,367.8531795,462.9937287,12.57442047,17.52776496,3.937334184,1
190,7.475536902,215.4291024,31359.38646,7.498494554,337.4623787,477.2350531,12.18630951,53.90882037,4.015574262,0
191,6.252810211,187.5694791,27690.47478,6.489931492,330.9492099,303.4963734,14.26136898,57.95282564,2.921797389,1
192,6.879404957,214.7318875,20509.33196,9.035250354,321.3832777,306.7843022,12.47730317,79.69207986,4.70047023,1
193,9.562405944,202.0136426,13041.82914,5.820655208,327.118824,433.3816667,14.13906591,63.54899266,3.762719837,0
194,6.601407395,205.6210217,19635.58825,7.173229426,344.0344608,430.5598517,12.17205261,57.35634746,3.973576406,0
195,10.35611883,136.3237517,48621.56395,9.158703903,327.922751,365.7202915,17.97556384,77.35985434,4.201849441,1
196,9.608533594,231.3402282,4544.841718,6.577834048,300.9223297,328.9044942,11.78961929,78.56818212,3.042796944,0
197,6.657793591,205.5431757,18844.03703,6.734228068,363.3979301,555.8990377,8.00696576,66.93478171,3.868925702,0
198,7.274198051,156.1108292,16255.90137,7.654550198,381.1804665,591.801472,12.31249282,59.68051842,3.152762794,1
199,7.945407487,211.8000845,15938.28644,6.636454141,385.6527296,392.1660879,9.619021313,40.23382298,5.428916724,0
200,6.836059947,205.6677185,18321.3275,6.712854186,297.8371878,494.4842495,13.8089233,70.7142255,4.952508247,0
